LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Change,Flag Codes
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-02,103.1038,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-03,102.1564,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-04,101.0947,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-05,99.94936,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-06,98.78492,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-07,97.68287,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-08,96.68182,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-09,95.77905,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-10,94.98792,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-11,94.34229,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2008-12,93.86474,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-01,93.58605,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-02,93.54553,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-03,93.78375,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-04,94.27324,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-05,94.96156,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-06,95.77801,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-07,96.66296,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-08,97.56148,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-09,98.42589,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-10,99.2055,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-11,99.85579,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2009-12,100.3529,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-01,100.6762,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-02,100.8283,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-03,100.8417,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-04,100.7452,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-05,100.5693,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-06,100.3738,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-07,100.2308,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-08,100.1695,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-09,100.1636,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-10,100.1693,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-11,100.1653,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2010-12,100.1448,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-01,100.1189,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-02,100.0874,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-03,100.0411,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-04,99.97388,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-05,99.87897,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-06,99.74294,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-07,99.57362,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-08,99.38745,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-09,99.2142,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-10,99.04904,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-11,98.86034,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2011-12,98.5937,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-01,98.22792,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-02,97.77395,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-03,97.24646,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-04,96.67345,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-05,96.09212,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-06,95.51764,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-07,94.96859,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-08,94.50211,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-09,94.18976,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-10,94.03699,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-11,94.01907,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2012-12,94.11855,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-01,94.32813,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-02,94.60841,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-03,94.94882,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-04,95.33601,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-05,95.76947,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-06,96.25001,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-07,96.76559,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-08,97.2968,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-09,97.83174,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-10,98.34206,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-11,98.82851,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2013-12,99.28915,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-01,99.72429,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-02,100.1209,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-03,100.4847,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-04,100.817,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-05,101.1288,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-06,101.4287,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-07,101.7232,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-08,102.0332,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-09,102.3698,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-10,102.7224,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-11,103.0807,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2014-12,103.4402,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-01,103.7669,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-02,104.0075,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-03,104.1352,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-04,104.135,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-05,104.0276,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-06,103.8621,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-07,103.6912,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-08,103.548,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-09,103.4393,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-10,103.3345,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-11,103.1866,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2015-12,102.9556,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-01,102.6228,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-02,102.2199,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-03,101.7913,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-04,101.3809,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-05,101.0115,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-06,100.7147,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-07,100.514,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-08,100.4325,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-09,100.4606,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-10,100.5568,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-11,100.6748,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2016-12,100.7885,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-01,100.8973,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-02,101.0097,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-03,101.1455,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-04,101.3026,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-05,101.4712,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-06,101.6516,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-07,101.8531,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-08,102.0766,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-09,102.3117,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-10,102.5254,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-11,102.6833,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2017-12,102.7625,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-01,102.7547,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-02,102.6624,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-03,102.5235,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-04,102.3768,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-05,102.2307,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-06,102.0833,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-07,101.9325,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-08,101.8017,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-09,101.723,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-10,101.7127,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-11,101.75,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2018-12,101.802,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-01,101.8513,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-02,101.8702,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-03,101.8431,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-04,101.749,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-05,101.5973,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-06,101.3837,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-07,101.0966,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-08,100.7587,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-09,100.3747,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-10,99.93195,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-11,99.42669,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2019-12,98.86254,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-01,98.25882,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-02,97.63337,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-03,92.54343,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-04,87.26044,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-05,89.37319,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-06,93.8417,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-07,93.78651,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-08,93.82905,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-09,94.27364,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-10,94.81996,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-11,95.51035,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2020-12,96.60477,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-01,97.5145,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-02,98.25842,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-03,99.90094,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-04,100.525,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-05,100.968,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-06,101.3286,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-07,101.5928,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-08,101.7558,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-09,101.8071,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-10,101.726,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-11,101.5065,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2021-12,101.1815,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-01,100.7675,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-02,100.2887,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-03,99.81189,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-04,99.39022,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-05,99.01481,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-06,98.65846,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-07,98.34762,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-08,98.10648,,
ESP,CLI,AMPLITUD,LTRENDIDX,M,2022-09,97.9109,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1987-12,112.3676,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-01,108.7531,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-02,105.1804,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-03,101.8624,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-04,99.06712,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-05,97.00364,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-06,95.80651,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-07,95.39909,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-08,95.53818,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-09,95.89603,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-10,96.22121,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-11,96.43166,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1988-12,96.60844,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-01,96.92782,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-02,97.54084,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-03,98.29998,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-04,99.0295,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-05,99.61805,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-06,100.0635,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-07,100.417,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-08,100.7958,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-09,101.241,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-10,101.7766,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-11,102.382,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1989-12,102.9827,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-01,103.5407,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-02,103.9694,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-03,104.1872,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-04,104.1566,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-05,103.8556,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-06,103.276,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-07,102.4432,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-08,101.4309,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-09,100.3392,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-10,99.13633,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-11,97.88977,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1990-12,96.76754,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-01,95.99219,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-02,95.70772,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-03,95.89471,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-04,96.29094,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-05,96.70753,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-06,97.09776,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-07,97.48613,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-08,97.92292,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-09,98.45988,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-10,99.07392,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-11,99.65733,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1991-12,100.1159,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-01,100.3895,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-02,100.4866,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-03,100.4903,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-04,100.4681,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-05,100.499,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-06,100.5699,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-07,100.7188,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-08,100.8908,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-09,101.0796,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-10,101.3189,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-11,101.6175,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1992-12,101.9866,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-01,102.4293,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-02,102.8622,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-03,103.1866,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-04,103.3603,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-05,103.3511,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-06,103.1583,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-07,102.8145,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-08,102.3667,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-09,101.7925,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-10,100.978,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-11,99.79884,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1993-12,98.19627,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-01,96.17566,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-02,93.94254,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-03,91.98395,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-04,90.72207,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-05,90.52656,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-06,91.5259,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-07,93.40708,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-08,95.59157,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-09,97.57578,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-10,99.09695,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-11,100.147,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1994-12,100.8579,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-01,101.3971,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-02,101.9448,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-03,102.5378,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-04,103.1273,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-05,103.6004,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-06,103.8713,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-07,103.8887,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-08,103.6678,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-09,103.2332,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-10,102.7396,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-11,102.2745,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1995-12,101.8788,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-01,101.6228,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-02,101.5548,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-03,101.5458,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-04,101.4342,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-05,101.2006,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-06,100.9166,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-07,100.6815,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-08,100.5729,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-09,100.6382,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-10,100.8825,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-11,101.2678,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1996-12,101.7756,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-01,102.3567,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-02,102.8757,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-03,103.2512,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-04,103.4834,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-05,103.6114,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-06,103.6936,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-07,103.7182,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-08,103.6204,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-09,103.3963,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-10,103.0409,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-11,102.5951,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1997-12,102.1701,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-01,101.8404,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-02,101.6298,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-03,101.4159,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-04,101.0439,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-05,100.4195,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-06,99.44933,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-07,98.16612,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-08,96.69784,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-09,95.20876,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-10,93.96467,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-11,93.25541,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1998-12,93.27457,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-01,93.924,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-02,94.91835,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-03,95.95419,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-04,96.84007,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-05,97.47686,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-06,97.95293,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-07,98.43768,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-08,99.07538,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-09,99.99079,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-10,101.1567,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-11,102.4903,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,1999-12,103.8755,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-01,105.1412,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-02,106.1362,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-03,106.6958,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-04,106.7863,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-05,106.5306,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-06,106.0554,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-07,105.4245,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-08,104.6046,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-09,103.4908,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-10,101.9669,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-11,99.98357,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2000-12,97.67269,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-01,95.32549,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-02,93.24132,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-03,91.81834,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-04,91.35001,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-05,91.6673,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-06,92.34734,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-07,93.12551,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-08,93.91589,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-09,94.70415,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-10,95.58737,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-11,96.61458,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2001-12,97.63554,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-01,98.53981,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-02,99.22723,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-03,99.68619,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-04,99.88573,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-05,99.84332,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-06,99.63712,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-07,99.44787,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-08,99.38379,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-09,99.45947,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-10,99.64652,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-11,99.75883,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2002-12,99.62411,,
TUR,CLI,AMPLITUD,LTRENDIDX,M,2003-01,99.25791,,
